FM;Tenants;Prefrences per tenant;Round;Current tenants;Time;F(Ct-1);F(Ct);
WindowsDaaS;4;4;22;9;9801;0.0;0.0;
WindowsDaaS;4;4;23;10;10160;0.0;1.4917656960847868E16;
WindowsDaaS;4;4;24;9;9647;2.4203484139134295E15;6.024258407547259E15;
WindowsDaaS;4;5;0;3;7300;1034280.0;1034280.0;
WindowsDaaS;4;5;1;4;7306;4.6334089152000004E8;6.541283174399999E8;
WindowsDaaS;4;5;2;3;6572;9309667.499999998;9309667.499999998;
WindowsDaaS;4;5;3;4;7477;5.188880088E8;2.2139221708799996E9;
WindowsDaaS;4;5;4;5;8070;6.144101375999999E8;6.080100319999999E8;
WindowsDaaS;4;5;5;4;7539;1005480.0;1005480.0;
WindowsDaaS;4;5;6;3;6919;2352.0;2842.0;
WindowsDaaS;4;5;7;4;7789;1131417.5999999996;1997537.2799999998;
WindowsDaaS;4;5;8;5;8039;2.2759971225599998E8;4.1926262784E8;
WindowsDaaS;4;5;9;6;8605;1.788853878784E10;4.695741431808E10;
WindowsDaaS;4;5;10;7;8943;2.2049237780398086E12;9.351979343216643E11;
WindowsDaaS;4;5;11;6;8554;1.5741506027520002E10;8.027532733098665E10;
WindowsDaaS;4;5;12;7;8927;4.284913655061E12;5.551305140159999E12;
WindowsDaaS;4;5;13;6;8491;1.72818733815E11;2.3042497842E11;
WindowsDaaS;4;5;14;5;8055;2.3109632E9;2.3109632E9;
WindowsDaaS;4;5;15;6;8616;2.272476659712E11;4.112100622336E11;
WindowsDaaS;4;5;16;5;8028;2.25698673375E9;2.25698673375E9;
WindowsDaaS;4;5;17;6;8474;3.7417100056875E11;3.36753900511875E11;
WindowsDaaS;4;5;18;7;8725;2.962934504244E13;2.962934504244E13;
WindowsDaaS;4;5;19;8;9130;0.0;0.0;
WindowsDaaS;4;5;20;9;9723;1.55784384E16;2.76950016E16;
WindowsDaaS;4;5;21;10;10066;4.7432915712E17;3.2610129552E16;
WindowsDaaS;4;5;22;9;9739;6.95269575E14;1.69112034E15;
WindowsDaaS;4;5;23;10;10442;1.1499618312E17;1.1499618312E17;
WindowsDaaS;4;5;24;9;9754;5.046203271484374E13;5.046203271484374E13;
WindowsDaaS;4;6;0;5;8065;1.93886544707856E10;1.5680904700406399E10;
WindowsDaaS;4;6;1;4;7741;1.8442772712000003E8;3.7037164625999993E8;
WindowsDaaS;4;6;2;5;8054;1.6371378177051266E10;1.3642815147542719E10;
WindowsDaaS;4;6;3;6;8490;3.9791544180332935E11;3.243362338125E11;
WindowsDaaS;4;6;4;7;8818;1.2613075759375002E12;2.354440808416667E12;
WindowsDaaS;4;6;5;6;8616;5.8836505E9;2.0802907125E10;
WindowsDaaS;4;6;6;7;8928;1.561509010285714E12;1.081728555885714E12;
WindowsDaaS;4;6;7;6;8709;4.805887393124999E9;1.3734561204E10;
WindowsDaaS;4;6;8;7;9054;3.7577759454144E12;4.50933113449728E12;
WindowsDaaS;4;6;9;6;8649;8.207316E10;8.207316E10;
WindowsDaaS;4;6;10;7;9302;6.797341199999998E12;4.78686E12;
WindowsDaaS;4;6;11;8;9536;1.130624E11;3.3715207680000006E11;
WindowsDaaS;4;6;12;9;9801;1.4252010591012125E11;1.5835567323346805E11;
WindowsDaaS;4;6;13;10;10190;0.0;0.0;
WindowsDaaS;4;6;14;9;9598;0.0;0.0;
WindowsDaaS;4;6;15;10;10223;0.0;0.0;
WindowsDaaS;4;6;16;9;9678;1.95463125E11;1.3318120216836731E9;
WindowsDaaS;4;6;17;8;9395;258365.73616071432;4.43465526128625E7;
WindowsDaaS;4;6;18;9;9645;8.315229935490611E9;3.7780386334152775E9;
WindowsDaaS;4;6;19;10;10181;1.2856962382610867E12;7.04606340272919E12;
WindowsDaaS;4;6;20;9;9788;4.582998534484863E12;4.582998534484863E12;
WindowsDaaS;4;6;21;8;9429;7.540112170949248E8;9.009336123069434E8;
WindowsDaaS;4;6;22;9;9599;8.93993764350586E11;4.576167298828125E11;
WindowsDaaS;4;6;23;8;9350;8.682472134664453E8;9.989776177667909E8;
WindowsDaaS;4;6;24;9;9473;8.772153541666666E11;1.0157230416666665E12;
WindowsDaaS;4;7;0;3;7442;231660.0;265072.5;
WindowsDaaS;4;7;1;4;7854;6.542382E7;1.0005996E8;
WindowsDaaS;4;7;2;5;8179;2.0171015865E10;1.834058226E10;
WindowsDaaS;4;7;3;6;8662;3.5363962638280273E12;2.0874760132231836E12;
WindowsDaaS;4;7;4;5;8131;3.654756272886298E8;7.405275428571428E8;
WindowsDaaS;4;7;5;4;7760;5.509877551020409E7;8.901603498542273E7;
WindowsDaaS;4;7;6;5;8413;2.3434836507493625E9;2.7402426562499995E9;
WindowsDaaS;4;8;0;5;8190;2.0353812707755103E11;1.2541736456632652E11;
WindowsDaaS;4;8;1;4;7682;5.550078776785715E8;5.550078776785715E8;
WindowsDaaS;4;8;2;5;8131;6.93228149694737E10;1.1820250339348866E11;
WindowsDaaS;4;8;3;4;7695;1.1286484897959187E9;1.9579597714285712E9;
WindowsDaaS;4;8;4;5;8133;2.2250560516062012E11;1.45493167975708E11;
WindowsDaaS;4;8;5;6;8677;5.049847510955789E12;4.0417013326741064E12;
WindowsDaaS;4;8;6;7;8854;2.5755485460069438E13;1.4097090820312508E13;
WindowsDaaS;4;8;7;8;9333;5.259862587890627E14;6.625234687499999E14;
WindowsDaaS;4;8;8;7;8974;1.2506086125000006E11;3.0107244375000006E11;
WindowsDaaS;4;8;9;8;9364;1.3987094577287948E14;1.7300387594725475E14;
WindowsDaaS;4;8;10;7;8974;5.815711848433914E12;4.671637386446914E12;
WindowsDaaS;4;8;11;6;8678;2.914081800512695E11;3.627734486352539E11;
WindowsDaaS;4;8;12;5;8272;6.150396484374999E8;4.940482421874999E8;
WindowsDaaS;4;8;13;6;8603;5.835944860839843E11;4.20995654296875E11;
WindowsDaaS;4;8;14;5;8210;3.6184866666666665E9;6.541714285714287E9;
WindowsDaaS;4;8;15;6;8554;2.2896595740234372E11;3.244869953695679E11;
WindowsDaaS;4;8;16;7;8881;1.0185522469726236E13;2.256441854318437E13;
WindowsDaaS;4;8;17;6;8943;4.686383928571429E8;6.301020408163265E8;
WindowsDaaS;4;8;18;7;8833;3.133873727678572E11;1.1527842857142857E11;
WindowsDaaS;4;8;19;6;8475;5.685774927113703E9;1.147130029154519E10;
WindowsDaaS;4;8;20;5;8147;1.6536711991741068E9;1.6002495161517856E9;
WindowsDaaS;4;8;21;4;7900;8832496.307142856;1.0902117977678569E7;
WindowsDaaS;4;8;22;5;8039;7.766091666666667E9;9.832353395061731E9;
WindowsDaaS;4;8;23;6;8662;5.286048644690213E10;8.745301066583075E10;
WindowsDaaS;4;8;24;7;8775;8.199760594326321E12;9.549431099588479E12;
WindowsDaaS;5;3;0;6;7676;0.0;0.0;
WindowsDaaS;5;3;1;7;7321;0.0;0.0;
WindowsDaaS;5;3;2;8;7617;0.0;0.0;
WindowsDaaS;5;3;3;7;7190;0.0;0.0;
WindowsDaaS;5;3;4;6;7401;5.839257599999998E8;3.21159168E9;
WindowsDaaS;5;3;5;7;8413;2.145927168E11;6.539968511999998E11;
WindowsDaaS;5;3;6;6;7212;1.8734284799999993E9;2.5759641599999995E9;
WindowsDaaS;5;3;7;7;7368;1.5138816E10;3.3030144E10;
WindowsDaaS;5;3;8;8;8087;1.8225E13;2.187E13;
WindowsDaaS;5;3;9;9;8756;7.109196966789119E14;7.109196966789119E14;
WindowsDaaS;5;3;10;10;9848;2.7195102829440016E16;2.7195102829440016E16;
WindowsDaaS;5;3;11;9;8851;0.0;0.0;
WindowsDaaS;5;3;12;8;9192;8.094320930892859E11;2.447722649502E12;
WindowsDaaS;5;3;13;9;8553;1.98265534609662E14;1.98265534609662E14;
WindowsDaaS;5;3;14;10;10144;0.0;0.0;
WindowsDaaS;5;3;15;9;7851;NaN;NaN;
WindowsDaaS;5;3;16;8;7152;NaN;NaN;
WindowsDaaS;5;3;17;7;7540;0.0;0.0;
WindowsDaaS;5;3;18;6;7149;NaN;NaN;
WindowsDaaS;5;4;0;4;7254;6.0173568E7;3.3847632E7;
WindowsDaaS;5;4;1;3;6869;402948.0;402948.0;
WindowsDaaS;5;4;2;4;6914;0.0;0.0;
WindowsDaaS;5;4;3;5;7820;0.0;2.36933424E9;
WindowsDaaS;5;4;4;6;8412;1.803236297607422E8;1.803236297607422E8;
WindowsDaaS;5;4;5;5;7992;7906464.84375;7906464.84375;
WindowsDaaS;5;4;6;6;8677;0.0;7.3063296E8;
WindowsDaaS;5;4;7;5;7664;3915000.0;5199609.375;
WindowsDaaS;5;4;8;6;7913;NaN;NaN;
WindowsDaaS;5;4;9;7;9068;0.0;0.0;
WindowsDaaS;5;4;10;8;9278;0.0;0.0;
WindowsDaaS;5;4;11;7;8927;9.136737406253815E9;2.5684384042024612E10;
WindowsDaaS;5;4;12;6;8459;4.083243058125E9;5.4683748E9;
WindowsDaaS;5;4;13;5;7775;2.5695999999999996E7;5.1392E7;
WindowsDaaS;5;4;14;4;6729;924000.0;924000.0;
WindowsDaaS;5;4;15;5;7768;3.087315E8;4.6309725E8;
WindowsDaaS;5;4;16;6;7523;4.073540625E9;9.0199828125E9;
WindowsDaaS;5;4;17;7;7369;1.8711711659519998E11;1.8711711659519998E11;
WindowsDaaS;5;4;18;8;8288;2.0597972915519995E12;1.0298986457759998E13;
WindowsDaaS;5;4;19;7;8367;7.66467318771E11;7.66467318771E11;
WindowsDaaS;5;4;20;8;9286;2.8850292492560004E13;3.191947254496E13;
WindowsDaaS;5;4;21;7;8538;1.264564224E11;1.264564224E11;
WindowsDaaS;5;4;22;8;9380;5.345657856E12;4.510398816E12;
WindowsDaaS;5;4;23;9;9692;8.4455284801536E13;1.6935044087808E14;
WindowsDaaS;5;4;24;10;10549;3.862421691590247E15;3.531356975168224E15;
WindowsDaaS;5;5;0;6;8736;2.6267187098880005E11;8.8873941312E10;
WindowsDaaS;5;5;1;7;9023;0.0;1.7734681047859203E13;
WindowsDaaS;5;5;2;8;9475;0.0;9.950356853544959E12;
WindowsDaaS;5;5;3;7;8833;0.0;5.5200000000000015E7;
WindowsDaaS;5;5;4;6;8181;6782976.0;1.5261696E7;
WindowsDaaS;5;5;5;7;8911;2.76908212224E9;7.9116632064E8;
WindowsDaaS;5;5;6;8;9366;1.1615310544895996E10;8.620738295039997E9;
WindowsDaaS;5;5;7;9;9559;1.4926744751930548E11;2.91092196824352E11;
WindowsDaaS;5;5;8;10;10084;0.0;0.0;
WindowsDaaS;5;5;9;9;9676;0.0;1.3967660458967043E13;
WindowsDaaS;5;5;10;8;9146;NaN;NaN;
WindowsDaaS;5;5;11;9;9005;NaN;NaN;
WindowsDaaS;5;5;12;8;9271;0.0;6.163940507647999E11;
WindowsDaaS;5;5;13;7;8506;0.0;0.0;
WindowsDaaS;5;5;14;6;7601;0.0;4264312.5;
WindowsDaaS;5;5;15;5;7086;1178997.1199999999;2389020.4799999995;
WindowsDaaS;5;5;16;6;7602;5.90150390625E7;8.852255859375E7;
WindowsDaaS;5;6;0;6;8674;6.732111078E11;8.976148104E11;
WindowsDaaS;5;6;1;5;8022;4.959317230236734E10;5.3812035918367355E10;
WindowsDaaS;5;6;2;6;8647;4.3049628734693887E12;5.165955448163266E12;
WindowsDaaS;5;6;3;7;8864;1.2252228302222223E10;4.594585613333334E9;
WindowsDaaS;5;6;4;6;8725;3608064.0;2706048.0;
WindowsDaaS;5;6;5;5;8272;865935.3599999999;1298903.0399999998;
WindowsDaaS;5;6;6;6;8804;2.1051187200000003E7;2.8068249599999998E7;
WindowsDaaS;5;6;7;7;9068;3.438360576E9;5.3724384E9;
WindowsDaaS;5;6;8;8;9520;3.2712958055555566E11;3.2712958055555566E11;
WindowsDaaS;5;6;9;9;9817;6.894701995999997E12;6.864058876017777E12;
WindowsDaaS;5;6;10;8;9551;5.0094429681706665E10;1.0018885936341333E11;
WindowsDaaS;5;6;11;7;8944;9.145861956E9;1.46333791296E10;
WindowsDaaS;5;6;12;6;8383;4.282586154E9;7.820374716E9;
WindowsDaaS;5;6;13;7;8850;5.474158469183249E12;2.17228510681875E12;
WindowsDaaS;5;6;14;8;9645;9.389702374224047E13;2.0223974344482562E14;
WindowsDaaS;5;6;15;7;9006;1.934944780092593E8;1.865839609375E8;
WindowsDaaS;5;6;16;6;7781;1.014768E7;1.7589312E7;
WindowsDaaS;5;6;17;7;8912;1.1010751527343746E10;1.480978275607639E10;
WindowsDaaS;5;6;18;8;9442;3.668166012342857E12;2.898788351999999E12;
WindowsDaaS;5;6;19;7;9007;9.068299540317458E10;9.068299540317458E10;
WindowsDaaS;5;6;20;8;9364;1.014044547959678E13;7.518607524738516E12;
WindowsDaaS;5;6;21;9;9536;1.2811889720875884E14;8.431708051598106E12;
WindowsDaaS;5;6;22;8;9333;2.198085785808979E10;6.062462409247347E11;
WindowsDaaS;5;6;23;7;8943;4.9925652479999995E8;1.4948499456000004E9;
WindowsDaaS;5;6;24;6;8726;7.906819536E7;1.8012723255450004E8;
WindowsDaaS;5;7;0;6;8627;6.213690514285713E12;7.456428617142856E12;
WindowsDaaS;5;7;1;7;8911;4.346032679706122E14;5.794710239608162E14;
WindowsDaaS;5;7;2;6;8587;3.099573268897959E12;4.821558418285714E12;
WindowsDaaS;5;7;3;7;9005;7.046363231294694E14;7.123483566199415E14;
WindowsDaaS;5;7;4;6;8959;9.0729064062E12;9.0729064062E12;
WindowsDaaS;5;7;5;5;7962;1.0972678104642859E11;1.5361749346500003E11;
WindowsDaaS;5;7;6;4;7476;3.1813935999999994E8;3.1813935999999994E8;
WindowsDaaS;5;7;7;5;8216;7.57476146109375E10;7.57476146109375E10;
WindowsDaaS;5;7;8;4;7853;4.69898496E8;6.041552091428571E8;
WindowsDaaS;5;7;9;5;8320;1.2832979219853062E11;1.3545922509844899E11;
WindowsDaaS;5;7;10;4;7836;1.7198118E8;2.6370447599999997E8;
WindowsDaaS;5;7;11;3;7430;8802605.0;8802605.0;
WindowsDaaS;5;7;12;4;7837;1.6186022914285715E9;3.5758935771428566E9;
WindowsDaaS;5;7;13;3;7663;8251786.666666667;9585975.0;
WindowsDaaS;5;7;14;4;7914;1.8268787853642855E9;2.859462446657143E9;
WindowsDaaS;5;7;15;3;7461;1.6071412500000004E7;1.69220390625E7;
WindowsDaaS;5;7;16;4;7882;3.119396593610491E9;3.8433635035714293E9;
WindowsDaaS;5;7;17;5;8163;1.2237668351999997E11;1.3560686635885715E11;
WindowsDaaS;5;7;18;6;8664;4.527228654514286E12;4.231923732E12;
WindowsDaaS;5;7;19;7;8943;2.46618140423033E13;2.3703076280410098E13;
WindowsDaaS;5;7;20;8;9397;6.206514377142856E14;4.5672726528000006E14;
WindowsDaaS;5;7;21;7;8818;2.59343208E12;2.93355432E12;
WindowsDaaS;5;7;22;6;8554;2.949603428571428E11;4.865782098214286E11;
WindowsDaaS;5;7;23;7;8928;5.079595454598659E12;5.777359669534076E12;
WindowsDaaS;5;7;24;6;8569;1.066035517939815E9;7.614539413855822E8;
WindowsDaaS;5;8;0;6;8565;2.9403732720660484E13;4.061663806771584E13;
WindowsDaaS;5;8;1;5;8147;8.1538638336E10;1.182469511025E11;
WindowsDaaS;5;8;2;6;8537;5.279400255937503E13;3.749341500000001E13;
WindowsDaaS;5;8;3;5;8054;4.261307477142857E11;5.365595196E11;
WindowsDaaS;5;8;4;4;8273;1.164363498925714E9;1.3342042818E9;
WindowsDaaS;5;8;5;3;7211;1.317344256E7;1.3497911588571427E7;
WindowsDaaS;5;8;6;4;7679;7.487520768000001E8;8.735440896E8;
WindowsDaaS;5;8;7;5;8256;5.39101495296E10;7.188019937279999E10;
WindowsDaaS;5;8;8;4;7665;5.3152848E8;5.5229131125E8;
WindowsDaaS;5;8;9;3;7243;2136645.0;2136645.0;
WindowsDaaS;5;8;10;4;7819;4.418469E8;8.0230095E8;
WindowsDaaS;5;8;11;5;8241;3.422242367775E10;5.3565532713E10;
WindowsDaaS;5;8;12;4;7913;7.279607808000001E8;8.644534272E8;
WindowsDaaS;5;8;13;3;7492;3026797.714285714;4035730.2857142854;
WindowsDaaS;5;8;14;4;7899;4.571725714285714E8;2.992402285714285E8;
WindowsDaaS;5;8;15;3;7306;3772748.5714285714;1.018794857142857E7;
WindowsDaaS;5;8;16;4;7820;6.862972628571428E8;6.52728375E8;
WindowsDaaS;5;8;17;5;8164;3.7223472E10;4.857458571428571E10;
WindowsDaaS;5;8;18;4;7835;5.937306122448978E7;9.787180408163266E7;
WindowsDaaS;5;8;19;3;7586;775170.0;1045522.4999999998;
WindowsDaaS;5;8;20;4;7930;3.9109076015624994E8;3.5642343515625E8;
WindowsDaaS;5;8;21;5;8226;3.2969167751953125E10;4.596100734924316E10;
WindowsDaaS;5;8;22;6;8570;2.622442953424476E12;2.759262501402018E12;
WindowsDaaS;5;8;23;7;8724;8.979653634031625E13;8.756556649335184E13;
WindowsDaaS;5;8;24;6;8507;1.6679155522543206E12;2.2396454258208276E12;
WindowsDaaS;6;3;0;5;7410;5.9392E8;5.12256E8;
WindowsDaaS;6;3;1;6;7650;9.06501024E10;9.06501024E10;
WindowsDaaS;6;3;2;7;8241;1.1404250000000006E13;1.9007083333333344E13;
WindowsDaaS;6;3;3;8;9132;2.28656203776E14;6.173717501952E14;
WindowsDaaS;6;3;4;9;9727;1.22533953609375E15;1.867184055E15;
WindowsDaaS;6;3;5;8;9501;4.740897014648438E13;4.740897014648438E13;
WindowsDaaS;6;3;6;9;9814;6.434979755212802E12;5.362483129344E13;
WindowsDaaS;6;3;7;8;9704;1.8823487641245007E12;5.182651038066469E12;
WindowsDaaS;6;3;8;7;7926;NaN;NaN;
WindowsDaaS;6;3;9;6;8674;1.00035264E8;2.8612236800000006E8;
WindowsDaaS;6;3;10;5;7677;6.594559999999999E7;6.594559999999999E7;
WindowsDaaS;6;3;11;6;8519;1.4771814399999998E10;3.914683733333333E10;
WindowsDaaS;6;3;12;5;6880;1.6238475E8;1.6238475E8;
WindowsDaaS;6;3;13;4;6959;1.68399E7;1.68399E7;
WindowsDaaS;6;3;14;3;6771;267300.0;850500.0;
WindowsDaaS;6;3;15;4;6974;6.5445975E8;6.5445975E8;
WindowsDaaS;6;3;16;5;7614;1.658758030222222E10;2.1334180204088886E10;
WindowsDaaS;6;3;17;6;8565;0.0;4.403686880376E11;
WindowsDaaS;6;3;18;5;7458;8.86312E9;8.86312E9;
WindowsDaaS;6;3;19;4;6772;151643.02222222218;324949.3333333333;
WindowsDaaS;6;3;20;5;7567;6.24088888888889E7;6.24088888888889E7;
WindowsDaaS;6;3;21;4;7364;271872.0;271872.0;
WindowsDaaS;6;3;22;5;7364;6.3006336E7;6.3006336E7;
WindowsDaaS;6;3;23;4;7505;2.0673954E7;2.0673954E7;
WindowsDaaS;6;3;24;5;7427;0.0;0.0;
WindowsDaaS;6;4;0;5;6895;4.04586E9;2.55528E9;
WindowsDaaS;6;4;1;4;6896;2.44608E7;2.44608E7;
WindowsDaaS;6;4;2;3;6521;466560.0;583200.0;
WindowsDaaS;6;4;3;4;7224;6.5790144E8;7.74861696E8;
WindowsDaaS;6;4;4;5;8253;2.8481511954E10;2.8481511954E10;
WindowsDaaS;6;4;5;6;8285;1.0633097796160001E12;1.083372228288E12;
WindowsDaaS;6;4;6;7;8581;9.856987693055998E12;9.856987693055998E12;
WindowsDaaS;6;4;7;8;9283;0.0;8.91203367571965E13;
WindowsDaaS;6;4;8;9;9627;2.0400363798528002E15;2.2697702064128005E15;
WindowsDaaS;6;4;9;10;10141;4.5199577261451936E16;3.4366318257897464E16;
WindowsDaaS;6;4;10;9;8768;NaN;NaN;
WindowsDaaS;6;4;11;8;9533;2.644388834742857E10;2.644388834742857E10;
WindowsDaaS;6;4;12;7;8878;8.666076189257144E8;9.251136658285713E8;
WindowsDaaS;6;4;13;8;9471;5.539260838603173E9;5.539260838603173E9;
WindowsDaaS;6;4;14;9;9782;4.719701742933333E10;4.719701742933333E10;
WindowsDaaS;6;4;15;10;10266;5.753541172337776E11;5.753541172337776E11;
WindowsDaaS;6;4;16;9;9751;1.2585871314488887E11;1.2585871314488887E11;
WindowsDaaS;6;4;17;8;9423;5.480831172962964E8;5.480831172962964E8;
WindowsDaaS;6;4;18;9;9642;9.992485641599998E9;2.1378907368E10;
WindowsDaaS;6;4;19;10;10468;6.59691998784E10;1.0936181329920001E11;
WindowsDaaS;6;4;20;9;9658;2.7340453324800003E10;1.5145989768E10;
WindowsDaaS;6;4;21;10;10219;2.010447444096E12;4.7547082052870386E11;
WindowsDaaS;6;4;22;9;9720;1.2939289271999998E7;3.017229989760001E7;
WindowsDaaS;6;4;23;10;10265;5.1146125664256E9;8.295959347200001E9;
WindowsDaaS;6;4;24;9;9798;5.5306395648E8;2.1141998438400006E8;
WindowsDaaS;6;5;0;5;8143;2.889216E8;1.444608E9;
WindowsDaaS;6;5;1;4;7660;3.21024E7;4.173312000000001E7;
WindowsDaaS;6;5;2;3;7240;215756.80000000002;176987.99999999997;
WindowsDaaS;6;5;3;4;7707;2.3289699999999993E7;4.613578666666667E7;
WindowsDaaS;6;5;4;3;7270;48921.6;49391.999999999985;
WindowsDaaS;6;5;5;4;7676;2.4078599999999996E7;3.921372E7;
WindowsDaaS;6;5;6;3;7208;470812.5;383625.0;
WindowsDaaS;6;5;7;4;7895;1.45935664875E8;2.2553693662499994E8;
WindowsDaaS;6;5;8;3;7317;1299612.5999999999;1155211.2;
WindowsDaaS;6;5;9;4;7520;1.6293887999999998E7;3.827865599999999E7;
WindowsDaaS;6;5;10;5;8160;1.945122816E9;2.41428096E9;
WindowsDaaS;6;5;11;6;8628;1.7500053807407407E11;7.819172977777779E10;
WindowsDaaS;6;5;12;5;8160;2.5410601963102043E8;5.682092938971428E8;
WindowsDaaS;6;5;13;4;7645;1.3924310399999999E7;2.476656E7;
WindowsDaaS;6;5;14;5;7738;1.921480704E9;4.5034704E9;
WindowsDaaS;6;5;15;4;7739;3.2918886E8;4.16972556E8;
WindowsDaaS;6;5;16;3;7380;1.2739584E7;1.592448E7;
WindowsDaaS;6;5;17;4;7520;2.167824384E9;3.61304064E9;
WindowsDaaS;6;5;18;5;8066;1.5538965184512003E11;2.4862344295219196E11;
WindowsDaaS;6;5;19;4;6943;3.78208845E8;3.151740375E8;
WindowsDaaS;6;5;20;3;6584;459270.0;688905.0;
WindowsDaaS;6;5;21;4;7099;1.791153E8;2.985255E8;
WindowsDaaS;6;5;22;5;8019;3.582306E10;4.03009425E10;
WindowsDaaS;6;5;23;6;8706;6.190224768E11;3.095112384E11;
WindowsDaaS;6;5;24;7;9003;1.25352051552E13;3.0084492372480004E13;
WindowsDaaS;6;6;0;7;8861;2.9032338834714625E13;3.584978794031249E13;
WindowsDaaS;6;6;1;6;8597;1.5089132519999997E11;9.16874371875E10;
WindowsDaaS;6;6;2;5;8128;4.65081203125E7;5.560753515625E7;
WindowsDaaS;6;6;3;6;8581;7.414338020833332E9;2.785319649826389E10;
WindowsDaaS;6;6;4;7;8877;1.7567990608457144E12;2.390100114285714E12;
WindowsDaaS;6;6;5;6;8612;2.0255565783691406E10;6.453212142857143E9;
WindowsDaaS;6;6;6;5;8176;6.75E7;7.23284912109375E7;
WindowsDaaS;6;6;7;6;8613;1.341419524024658E10;1.1897290678710938E10;
WindowsDaaS;6;6;8;7;8924;1.487596545703125E10;6.071890571999999E9;
WindowsDaaS;6;6;9;8;9408;1.8603090000000002E12;5.888952544921875E12;
WindowsDaaS;6;6;10;7;8846;3.7618691716720894E10;3.7618691716720894E10;
WindowsDaaS;6;6;11;8;9408;2.359534727043742E12;3.066551190195074E12;
WindowsDaaS;6;6;12;9;9657;6.13310238039015E13;6.13310238039015E13;
WindowsDaaS;6;6;13;10;10016;4.392326095238096E15;3.673336100571429E15;
WindowsDaaS;6;6;14;9;9673;7.130921087356612E13;7.130921087356612E13;
WindowsDaaS;6;6;15;8;9377;4.364042191745107E13;2.7475650434957848E13;
WindowsDaaS;6;6;16;9;9767;2.3936118981415962E14;3.477036230984635E14;
WindowsDaaS;6;6;17;10;10156;1.3496865982050445E14;1.1202035946123862E14;
WindowsDaaS;6;6;18;9;9673;0.0;0.0;
WindowsDaaS;6;6;19;10;10173;0.0;7.958085418293669E14;
WindowsDaaS;6;6;20;9;9813;7.70959343112245E11;1.7362646873007014E12;
WindowsDaaS;6;6;21;8;9517;3.52193144472465E8;2.5852880551005802E8;
WindowsDaaS;6;6;22;9;9767;6.664429714650266E10;7.342964696726404E10;
WindowsDaaS;6;6;23;8;9470;2.5078431341278696E9;3.4488165341996174E9;
WindowsDaaS;6;6;24;9;9829;3.1146240234375E10;2.160461425781251E10;
WindowsDaaS;6;7;0;7;8845;5.693357824E12;2.214833746125E12;
WindowsDaaS;6;7;1;8;9205;5.151353328E14;2.95848751968E15;
WindowsDaaS;6;7;2;7;8768;2.757675309335815E13;4.915446665119942E13;
WindowsDaaS;6;7;3;6;8550;4.1928119999999995E9;4.932720000000001E9;
WindowsDaaS;6;7;4;5;8035;3.7209600000000006E8;5.178075428571428E8;
WindowsDaaS;6;7;5;6;8581;6.677673325714285E10;5.146823314285715E10;
WindowsDaaS;6;7;6;7;8893;8.002905693879584E12;8.732153420247216E12;
WindowsDaaS;6;7;7;6;8659;2.1466420392857143E8;1.8256421852678567E8;
WindowsDaaS;6;7;8;7;8799;4.144928408789063E10;3.822176650024688E10;
WindowsDaaS;6;7;9;8;9236;7.099888136433614E12;4.482186853048362E12;
WindowsDaaS;6;7;10;9;9486;7.95475682875279E14;8.706573255157471E14;
WindowsDaaS;6;7;11;10;9860;1.7283636292438118E16;1.0183253558874126E16;
WindowsDaaS;6;7;12;9;9486;9.052409580775669E13;1.7756649562290734E14;
WindowsDaaS;6;7;13;10;10157;1.4823125006113602E15;2.0186718608503322E15;
WindowsDaaS;6;7;14;9;9611;4.520242883295592E13;3.262470669993242E12;
WindowsDaaS;6;7;15;8;9346;1.5360525890913857E10;4.0374504812085815E10;
WindowsDaaS;6;7;16;7;8861;4.9250424756696415E9;1.4057478380554209E10;
WindowsDaaS;6;7;17;8;9283;4.626918598399557E12;2.431439132406832E12;
WindowsDaaS;6;7;18;9;9517;7.807374404761905E14;1.2787441333333335E15;
WindowsDaaS;6;7;19;8;9611;1.6947542950272E12;2.5723949120948574E12;
WindowsDaaS;6;7;20;9;9407;5.3632498573043275E14;6.514315398533694E14;
WindowsDaaS;6;7;21;10;9923;3.185603733311999E15;3.544021507949999E15;
WindowsDaaS;6;7;22;9;9907;1.69056429696E12;1.9052391283199995E12;
WindowsDaaS;6;7;23;8;9314;8.060152911382708E11;8.467231341250519E11;
WindowsDaaS;6;7;24;9;9548;1.9851854029541016E14;3.25723452253418E14;
WindowsDaaS;6;8;0;5;8315;2.8210659749999995E9;3.5393970599999995E9;
WindowsDaaS;6;8;1;6;8534;2.032595542093359E11;1.7916953296971088E11;
WindowsDaaS;6;8;2;5;8128;1.076093291109375E9;1.1868676004882812E9;
WindowsDaaS;6;8;3;4;7864;1.4370048E7;1.7064431999999996E7;
WindowsDaaS;6;8;4;5;8097;2.519934375E9;1.8074109375E9;
WindowsDaaS;6;8;5;4;7879;1.0207407407407407E7;1.02E7;
WindowsDaaS;6;8;6;3;7395;400950.0;524879.9999999999;
WindowsDaaS;6;8;7;4;8004;1.1448760319999999E8;1.707329664E8;
WindowsDaaS;6;8;8;5;8269;1.1646744934499998E10;1.4240529941624996E10;
WindowsDaaS;6;8;9;6;8581;1.2672800797577146E12;1.249920078665143E12;
WindowsDaaS;6;8;10;5;8222;4.0098240000000005E9;4.511052E9;
WindowsDaaS;6;8;11;4;8128;4.1826375E7;4.647375E7;
WindowsDaaS;6;8;12;5;8316;1.7833167056249996E10;1.7521086632765625E10;
